,有價證券代號及名稱 ,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
6075,036000　康控永豐0C購01,TW21Z0360002,2021/06/03,上市,,RWSCCA,
6076,036001　南電永豐0C購01,TW21Z0360010,2021/06/03,上市,,RWSCCA,
6077,036002　SGBR2X凱基11購01,TW21Z0360028,2021/06/03,上市,,RWBCCA,
6078,036003　SGBR2X凱基13購01,TW21Z0360036,2021/06/03,上市,,RWBCCA,
6079,036004　台玻凱基0C購04,TW21Z0360044,2021/06/03,上市,,RWSCCA,
6080,036005　東鋼凱基0C購03,TW21Z0360051,2021/06/03,上市,,RWSCCA,
6081,036006　大成鋼凱基13購04,TW21Z0360069,2021/06/03,上市,,RWSCCA,
6082,036007　上銀凱基11購01,TW21Z0360077,2021/06/03,上市,,RWSCCA,
6083,036008　台達電凱基11購01,TW21Z0360085,2021/06/03,上市,,RWSCCA,
6084,036009　鴻海凱基11購04,TW21Z0360093,2021/06/03,上市,,RWSCCA,
6085,036010　國巨凱基0C購04,TW21Z0360101,2021/06/03,上市,,RWSCCA,
6086,036011　友達凱基0C購05,TW21Z0360119,2021/06/03,上市,,RWSCCA,
6087,036012　聯詠凱基11購02,TW21Z0360127,2021/06/03,上市,,RWSCCA,
6088,036013　健策凱基0C購01,TW21Z0360135,2021/06/03,上市,,RWSCCA,
6089,036014　矽創凱基0C購02,TW21Z0360143,2021/06/03,上市,,RWSCCA,
6090,036015　矽創凱基11購01,TW21Z0360150,2021/06/03,上市,,RWSCCA,
6091,036016　南電凱基0C購02,TW21Z0360168,2021/06/03,上市,,RWSCCA,
6092,036017　臺股指凱基0C購33,TW21Z0360176,2021/06/03,上市,,RWICCE,
6093,036018　中鋼統一0C購16,TW21Z0360184,2021/06/03,上市,,RWSCCA,
6094,036019　中鋼統一11購07,TW21Z0360192,2021/06/03,上市,,RWSCCA,
6095,036020　中鋼統一12購04,TW21Z0360200,2021/06/03,上市,,RWSCCA,
6096,036021　東鋼統一0C購07,TW21Z0360218,2021/06/03,上市,,RWSCCA,
6097,036022　大成鋼統一12購03,TW21Z0360226,2021/06/03,上市,,RWSCCA,
6098,036023　大成鋼統一12購04,TW21Z0360234,2021/06/03,上市,,RWSCCA,
6099,036024　新光鋼統一11購03,TW21Z0360242,2021/06/03,上市,,RWSCCA,
6100,036025　允強統一0C購03,TW21Z0360259,2021/06/03,上市,,RWSCCA,
6101,036026　鴻海統一0C購06,TW21Z0360267,2021/06/03,上市,,RWSCCA,
6102,036027　鴻海統一0C購07,TW21Z0360275,2021/06/03,上市,,RWSCCA,
6103,036028　台積電統一0C購11,TW21Z0360283,2021/06/03,上市,,RWSCCA,
6104,036029　華邦電統一12購01,TW21Z0360291,2021/06/03,上市,,RWSCCA,
6105,036030　順德統一12購01,TW21Z0360309,2021/06/03,上市,,RWSCCA,
6106,036031　聯發科統一0C購07,TW21Z0360317,2021/06/03,上市,,RWSCCA,
6107,036032　聯發科統一0C購08,TW21Z0360325,2021/06/03,上市,,RWSCCA,
6108,036033　聯發科統一12購01,TW21Z0360333,2021/06/03,上市,,RWSCCA,
6109,036034　全新統一12購01,TW21Z0360341,2021/06/03,上市,,RWSCCA,
6110,036035　大毅統一12購01,TW21Z0360358,2021/06/03,上市,,RWSCCA,
6111,036036　裕民統一12購02,TW21Z0360366,2021/06/03,上市,,RWSCCA,
6112,036037　長榮航統一0C購06,TW21Z0360374,2021/06/03,上市,,RWSCCA,
6113,036038　長榮航統一0C購07,TW21Z0360382,2021/06/03,上市,,RWSCCA,
6114,036039　元大金統一11購01,TW21Z0360390,2021/06/03,上市,,RWSCCA,
6115,036040　南電統一0C購02,TW21Z0360408,2021/06/03,上市,,RWSCCA,
6116,036041　臺股指統一0C購04,TW21Z0360416,2021/06/03,上市,,RWICCE,
6117,036042　華邦電元富13購01,TW21Z0360424,2021/06/03,上市,,RWSCCA,
6118,036043　長榮航元富13購02,TW21Z0360432,2021/06/03,上市,,RWSCCA,
6119,036044　信邦元富0C購01,TW21Z0360440,2021/06/03,上市,,RWSCCA,
6120,036045　新唐元富0C購01,TW21Z0360457,2021/06/03,上市,,RWSCCA,
6121,036046　愛普元富0C購01,TW21Z0360465,2021/06/03,上市,,RWSCCA,
6122,036047　矽創元富13購01,TW21Z0360473,2021/06/03,上市,,RWSCCA,
6123,036048　矽創元富13購02,TW21Z0360481,2021/06/03,上市,,RWSCCA,
6124,036049　寶成元富0C購01,TW21Z0360499,2021/06/03,上市,,RWSCCA,
6125,036050　國巨康和11購01,TW21Z0360507,2021/06/03,上市,,RWSCCA,
6126,036051　友達康和11購01,TW21Z0360515,2021/06/03,上市,,RWSCCA,
6127,036052　裕民康和11購01,TW21Z0360523,2021/06/03,上市,,RWSCCA,
6128,036053　群創康和11購01,TW21Z0360531,2021/06/03,上市,,RWSCCA,
6129,036054　台積電麥證0C購05,TW21Z0360549,2021/06/03,上市,,RWSCCE,
6130,036055　台積電麥證11購04,TW21Z0360556,2021/06/03,上市,,RWSCCE,
6131,036056　和桐群益11購01,TW21Z0360564,2021/06/03,上市,,RWSCCA,
6132,036057　大成鋼群益12購02,TW21Z0360572,2021/06/03,上市,,RWSCCA,
6133,036058　大成鋼群益13購01,TW21Z0360580,2021/06/03,上市,,RWSCCA,
6134,036059　允強群益0C購01,TW21Z0360598,2021/06/03,上市,,RWSCCA,
6135,036060　鴻海群益11購01,TW21Z0360606,2021/06/03,上市,,RWSCCA,
6136,036061　順德群益11購01,TW21Z0360614,2021/06/03,上市,,RWSCCA,
6137,036062　台光電群益11購01,TW21Z0360622,2021/06/03,上市,,RWSCCA,
6138,036063　友達群益0C購02,TW21Z0360630,2021/06/03,上市,,RWSCCA,
6139,036064　友達群益0C購03,TW21Z0360648,2021/06/03,上市,,RWSCCA,
6140,036065　聯發科群益0C購07,TW21Z0360655,2021/06/03,上市,,RWSCCA,
6141,036066　華新科群益11購01,TW21Z0360663,2021/06/03,上市,,RWSCCA,
6142,036067　大立光群益12購02,TW21Z0360671,2021/06/03,上市,,RWSCCA,
6143,036068　聯詠群益12購01,TW21Z0360689,2021/06/03,上市,,RWSCCA,
6144,036069　群創群益12購02,TW21Z0360697,2021/06/03,上市,,RWSCCA,
6145,036070　貿聯群益0C購01,TW21Z0360705,2021/06/03,上市,,RWSCCA,
6146,036071　日月光群益12購01,TW21Z0360713,2021/06/03,上市,,RWSCCA,
6147,036072　康控群益0C購01,TW21Z0360721,2021/06/03,上市,,RWSCCA,
6148,036073　矽創群益0C購01,TW21Z0360739,2021/06/03,上市,,RWSCCA,
6149,036074　臺股指群益0C購01,TW21Z0360747,2021/06/03,上市,,RWICCE,
6150,036075　上証2X元大0C購05,TW21Z0360754,2021/06/03,上市,,RWBCCA,
6151,036076　上証2X元大0C購06,TW21Z0360762,2021/06/03,上市,,RWBCCA,
6152,036077　華夏元大11購01,TW21Z0360770,2021/06/03,上市,,RWSCCA,
6153,036078　台達化元大12購01,TW21Z0360788,2021/06/03,上市,,RWSCCA,
6154,036079　國喬元大0C購04,TW21Z0360796,2021/06/03,上市,,RWSCCA,
6155,036080　國喬元大0C購05,TW21Z0360804,2021/06/03,上市,,RWSCCA,
6156,036081　亞德客元大0C購01,TW21Z0360812,2021/06/03,上市,,RWSCCA,
6157,036082　燁輝元大0C購04,TW21Z0360820,2021/06/03,上市,,RWSCCA,
6158,036083　燁輝元大11購03,TW21Z0360838,2021/06/03,上市,,RWSCCA,
6159,036084　燁輝元大12購02,TW21Z0360846,2021/06/03,上市,,RWSCCA,
6160,036085　金像電元大0C購02,TW21Z0360853,2021/06/03,上市,,RWSCCA,
6161,036086　金像電元大0C購03,TW21Z0360861,2021/06/03,上市,,RWSCCA,
6162,036087　威盛元大0C購01,TW21Z0360879,2021/06/03,上市,,RWSCCA,
6163,036088　長榮航元大0C購04,TW21Z0360887,2021/06/03,上市,,RWSCCA,
6164,036089　長榮航元大12購01,TW21Z0360895,2021/06/03,上市,,RWSCCA,
6165,036090　國泰金元大0C購04,TW21Z0360903,2021/06/03,上市,,RWSCCA,
6166,036091　大立光元大0C購09,TW21Z0360911,2021/06/03,上市,,RWSCCA,
6167,036092　大立光元大11購02,TW21Z0360929,2021/06/03,上市,,RWSCCA,
6168,036093　大立光元大12購01,TW21Z0360937,2021/06/03,上市,,RWSCCA,
6169,036094　創意元大11購01,TW21Z0360945,2021/06/03,上市,,RWSCCA,
6170,036095　晶相光元大0C購02,TW21Z0360952,2021/06/03,上市,,RWSCCA,
6171,036096　上緯控元大0C購02,TW21Z0360960,2021/06/03,上市,,RWSCCA,
6172,036097　新唐元大0C購02,TW21Z0360978,2021/06/03,上市,,RWSCCA,
6173,036098　新唐元大0C購03,TW21Z0360986,2021/06/03,上市,,RWSCCA,
6174,036099　新唐元大13購01,TW21Z0360994,2021/06/03,上市,,RWSCCA,
6175,036100　台表科元大0C購01,TW21Z0361000,2021/06/03,上市,,RWSCCA,
6176,036101　台表科元大0C購02,TW21Z0361018,2021/06/03,上市,,RWSCCA,
6177,036102　惠特元大0C購02,TW21Z0361026,2021/06/03,上市,,RWSCCA,
6178,036103　致新元大0C購02,TW21Z0361034,2021/06/03,上市,,RWSCCA,
6179,036104　致新元大11購01,TW21Z0361042,2021/06/03,上市,,RWSCCA,
6180,036105　臺股指元大0C購35,TW21Z0361059,2021/06/03,上市,,RWICCE,
6181,036106　臺股指元大0C購36,TW21Z0361067,2021/06/03,上市,,RWICCE,
6182,036107　臺股指元大0C購37,TW21Z0361075,2021/06/03,上市,,RWICCE,
6183,036108　中鋼國泰12購01,TW21Z0361083,2021/06/04,上市,,RWSCCA,
6184,036109　凌陽國泰12購01,TW21Z0361091,2021/06/04,上市,,RWSCCA,
6185,036110　友達國泰12購03,TW21Z0361109,2021/06/04,上市,,RWSCCA,
6186,036111　亞光國泰12購01,TW21Z0361117,2021/06/04,上市,,RWSCCA,
6187,036112　同欣電國泰12購01,TW21Z0361125,2021/06/04,上市,,RWSCCA,
6188,036113　愛普中信11購02,TW21Z0361133,2021/06/04,上市,,RWSCCE,
6189,036114　中石化群益12購01,TW21Z0361141,2021/06/04,上市,,RWSCCA,
6190,036115　台玻群益12購01,TW21Z0361158,2021/06/04,上市,,RWSCCA,
6191,036116　中鋼群益12購01,TW21Z0361166,2021/06/04,上市,,RWSCCA,
6192,036117　國巨群益0C購02,TW21Z0361174,2021/06/04,上市,,RWSCCA,
6193,036118　智邦群益0C購01,TW21Z0361182,2021/06/04,上市,,RWSCCA,
6194,036119　群光群益11購01,TW21Z0361190,2021/06/04,上市,,RWSCCA,
6195,036120　聯發科群益0C購08,TW21Z0361208,2021/06/04,上市,,RWSCCA,
6196,036121　嘉晶群益0C購01,TW21Z0361216,2021/06/04,上市,,RWSCCA,
6197,036122　群創群益11購07,TW21Z0361224,2021/06/04,上市,,RWSCCA,
6198,036123　群創群益12購03,TW21Z0361232,2021/06/04,上市,,RWSCCA,
6199,036124　嘉澤群益12購01,TW21Z0361240,2021/06/04,上市,,RWSCCA,
6200,036125　安集群益0C購01,TW21Z0361257,2021/06/04,上市,,RWSCCA,
6201,036126　矽創群益0C購02,TW21Z0361265,2021/06/04,上市,,RWSCCA,
6202,036127　中鋼凱基0C購06,TW21Z0361273,2021/06/04,上市,,RWSCCA,
6203,036128　威致凱基12購01,TW21Z0361281,2021/06/04,上市,,RWSCCA,
6204,036129　為升凱基0C購01,TW21Z0361299,2021/06/04,上市,,RWSCCA,
6205,036130　宏碁凱基11購02,TW21Z0361307,2021/06/04,上市,,RWSCCA,
6206,036131　鴻準凱基0C購01,TW21Z0361315,2021/06/04,上市,,RWSCCA,
6207,036132　友達凱基14購01,TW21Z0361323,2021/06/04,上市,,RWSCCA,
6208,036133　健和興凱基11購01,TW21Z0361331,2021/06/04,上市,,RWSCCA,
6209,036134　群創凱基14購01,TW21Z0361349,2021/06/04,上市,,RWSCCA,
6210,036135　康控凱基0C購01,TW21Z0361356,2021/06/04,上市,,RWSCCA,
6211,036136　愛普凱基11購03,TW21Z0361364,2021/06/04,上市,,RWSCCA,
6212,036137　聯電兆豐12購01,TW21Z0361372,2021/06/04,上市,,RWSCCA,
6213,036138　國巨兆豐11購02,TW21Z0361380,2021/06/04,上市,,RWSCCA,
6214,036139　愛普兆豐11購01,TW21Z0361398,2021/06/04,上市,,RWSCCA,
6215,036140　矽創兆豐11購01,TW21Z0361406,2021/06/04,上市,,RWSCCA,
6216,036141　台積電富邦14購02,TW21Z0361414,2021/06/04,上市,,RWSCCA,
6217,036142　金像電富邦11購01,TW21Z0361422,2021/06/04,上市,,RWSCCA,
6218,036143　滬深2X元大11購04,TW21Z0361430,2021/06/04,上市,,RWBCCA,
6219,036144　台玻元大0C購02,TW21Z0361448,2021/06/04,上市,,RWSCCA,
6220,036145　台玻元大0C購03,TW21Z0361455,2021/06/04,上市,,RWSCCA,
6221,036146　大成鋼元大0C購06,TW21Z0361463,2021/06/04,上市,,RWSCCA,
6222,036147　允強元大12購01,TW21Z0361471,2021/06/04,上市,,RWSCCA,
6223,036148　台達電元大12購01,TW21Z0361489,2021/06/04,上市,,RWSCCA,
6224,036149　國巨元大0C購13,TW21Z0361497,2021/06/04,上市,,RWSCCA,
6225,036150　國巨元大0C購14,TW21Z0361505,2021/06/04,上市,,RWSCCA,
6226,036151　台積電元大0C購17,TW21Z0361513,2021/06/04,上市,,RWSCCA,
6227,036152　台積電元大0C購18,TW21Z0361521,2021/06/04,上市,,RWSCCA,
6228,036153　旺宏元大0C購04,TW21Z0361539,2021/06/04,上市,,RWSCCA,
6229,036154　友達元大0C購14,TW21Z0361547,2021/06/04,上市,,RWSCCA,
6230,036155　友達元大0C購15,TW21Z0361554,2021/06/04,上市,,RWSCCA,
6231,036156　聯發科元大14購01,TW21Z0361562,2021/06/04,上市,,RWSCCA,
6232,036157　新光金元大0C購01,TW21Z0361570,2021/06/04,上市,,RWSCCA,
6233,036158　新光金元大12購03,TW21Z0361588,2021/06/04,上市,,RWSCCA,
6234,036159　聯詠元大0C購07,TW21Z0361596,2021/06/04,上市,,RWSCCA,
6235,036160　晶技元大0C購03,TW21Z0361604,2021/06/04,上市,,RWSCCA,
6236,036161　GIS元大0C購02,TW21Z0361612,2021/06/04,上市,,RWSCCA,
6237,036162　GIS元大0C購03,TW21Z0361620,2021/06/04,上市,,RWSCCA,
6238,036163　緯穎元大0C購02,TW21Z0361638,2021/06/04,上市,,RWSCCA,
6239,036164　寶成元大11購01,TW21Z0361646,2021/06/04,上市,,RWSCCA,
6240,036165　嘉聯益元富0C購01,TW21Z0361653,2021/06/04,上市,,RWSCCA,
6241,036166　同欣電元富11購01,TW21Z0361661,2021/06/04,上市,,RWSCCA,
6242,036167　惠特元富0C購02,TW21Z0361679,2021/06/04,上市,,RWSCCA,
6243,036168　威鋒電元富13購02,TW21Z0361687,2021/06/04,上市,,RWSCCA,
6244,036169　國喬麥證11購01,TW21Z0361695,2021/06/04,上市,,RWSCCE,
6245,036170　中石化麥證11購01,TW21Z0361703,2021/06/04,上市,,RWSCCE,
6246,036171　華新麥證11購01,TW21Z0361711,2021/06/04,上市,,RWSCCE,
6247,036172　中鋼麥證0C購03,TW21Z0361729,2021/06/04,上市,,RWSCCE,
6248,036173　大成鋼麥證0C購03,TW21Z0361737,2021/06/04,上市,,RWSCCE,
6249,036174　南亞科麥證0C購01,TW21Z0361745,2021/06/04,上市,,RWSCCE,
6250,036175　友達麥證12購01,TW21Z0361752,2021/06/04,上市,,RWSCCE,
6251,036176　聯發科麥證13購01,TW21Z0361760,2021/06/04,上市,,RWSCCE,
6252,036177　聯發科麥證13購02,TW21Z0361778,2021/06/04,上市,,RWSCCE,
6253,036178　群創麥證11購02,TW21Z0361786,2021/06/04,上市,,RWSCCE,
6254,036179　臺股指麥證0C購07,TW21Z0361794,2021/06/04,上市,,RWICCE,
6255,036180　華通永豐0C購01,TW21Z0361802,2021/06/04,上市,,RWSCCA,
6256,036181　正崴永豐0C購01,TW21Z0361810,2021/06/04,上市,,RWSCCA,
6257,036182　聯陽永豐0C購01,TW21Z0361828,2021/06/04,上市,,RWSCCA,
6258,036183　玉晶光永豐0C購01,TW21Z0361836,2021/06/04,上市,,RWSCCA,
6259,036184　京鼎永豐0C購01,TW21Z0361844,2021/06/04,上市,,RWSCCA,
6260,036185　燁輝統一12購01,TW21Z0361851,2021/06/04,上市,,RWSCCA,
6261,036186　大成鋼統一0C購08,TW21Z0361869,2021/06/04,上市,,RWSCCA,
6262,036187　大成鋼統一12購05,TW21Z0361877,2021/06/04,上市,,RWSCCA,
6263,036188　旺宏統一11購01,TW21Z0361885,2021/06/04,上市,,RWSCCA,
6264,036189　技嘉統一12購01,TW21Z0361893,2021/06/04,上市,,RWSCCA,
6265,036190　友達統一0C購09,TW21Z0361901,2021/06/04,上市,,RWSCCA,
6266,036191　友達統一12購03,TW21Z0361919,2021/06/04,上市,,RWSCCA,
6267,036192　華新科統一0C購02,TW21Z0361927,2021/06/04,上市,,RWSCCA,
6268,036193　裕民統一0C購05,TW21Z0361935,2021/06/04,上市,,RWSCCA,
6269,036194　長榮航統一12購01,TW21Z0361943,2021/06/04,上市,,RWSCCA,
6270,036195　王品統一12購01,TW21Z0361950,2021/06/04,上市,,RWSCCA,
6271,036196　聯詠統一0C購06,TW21Z0361968,2021/06/04,上市,,RWSCCA,
6272,036197　聯詠統一0C購07,TW21Z0361976,2021/06/04,上市,,RWSCCA,
6273,036198　晶技統一0C購02,TW21Z0361984,2021/06/04,上市,,RWSCCA,
6274,036199　群創統一0C購14,TW21Z0361992,2021/06/04,上市,,RWSCCA,
6275,036200　群創統一12購02,TW21Z0362008,2021/06/04,上市,,RWSCCA,
6276,036201　臻鼎統一12購01,TW21Z0362016,2021/06/04,上市,,RWSCCA,
6277,036202　帆宣統一12購01,TW21Z0362024,2021/06/04,上市,,RWSCCA,
6278,036203　瑞祺統一12購01,TW21Z0362032,2021/06/04,上市,,RWSCCA,
6279,036204　矽創統一12購01,TW21Z0362040,2021/06/04,上市,,RWSCCA,
6280,036205　矽創統一12購02,TW21Z0362057,2021/06/04,上市,,RWSCCA,
6281,036206　矽創統一12購03,TW21Z0362065,2021/06/04,上市,,RWSCCA,
6282,036207　南電統一12購01,TW21Z0362073,2021/06/04,上市,,RWSCCA,
6283,036208　台達電台新0C購01,TW21Z0362081,2021/06/04,上市,,RWSCCE,
6284,036209　鴻海台新0C購01,TW21Z0362099,2021/06/04,上市,,RWSCCE,
6285,036210　友達台新0C購01,TW21Z0362107,2021/06/04,上市,,RWSCCE,
6286,036211　國喬國泰12購01,TW21Z0362115,2021/06/07,上市,,RWSCCA,
6287,036212　永豐餘國泰12購01,TW21Z0362123,2021/06/07,上市,,RWSCCA,
6288,036213　燁輝國泰12購01,TW21Z0362131,2021/06/07,上市,,RWSCCA,
6289,036214　大成鋼國泰12購02,TW21Z0362149,2021/06/07,上市,,RWSCCA,
6290,036215　大成鋼國泰14購01,TW21Z0362156,2021/06/07,上市,,RWSCCA,
6291,036216　大立光國泰12購01,TW21Z0362164,2021/06/07,上市,,RWSCCA,
6292,036217　大立光國泰12購02,TW21Z0362172,2021/06/07,上市,,RWSCCA,
6293,036218　群創國泰12購01,TW21Z0362180,2021/06/07,上市,,RWSCCA,
6294,036219　晶相光國泰12購01,TW21Z0362198,2021/06/07,上市,,RWSCCA,
6295,036220　中石化中信11購01,TW21Z0362206,2021/06/07,上市,,RWSCCE,
6296,036221　大成鋼中信0C購01,TW21Z0362214,2021/06/07,上市,,RWSCCE,
6297,036222　友達中信12購01,TW21Z0362222,2021/06/07,上市,,RWSCCE,
6298,036223　裕民中信12購01,TW21Z0362230,2021/06/07,上市,,RWSCCE,
6299,036224　聯詠中信0C購01,TW21Z0362248,2021/06/07,上市,,RWSCCE,
6300,036225　晶碩中信11購01,TW21Z0362255,2021/06/07,上市,,RWSCCE,
6301,036226　中石化永豐0C購01,TW21Z0362263,2021/06/07,上市,,RWSCCA,
6302,036227　台玻永豐0C購01,TW21Z0362271,2021/06/07,上市,,RWSCCA,
6303,036228　東鋼永豐0C購01,TW21Z0362289,2021/06/07,上市,,RWSCCA,
6304,036229　台橡永豐0C購01,TW21Z0362297,2021/06/07,上市,,RWSCCA,
6305,036230　超豐永豐0C購01,TW21Z0362305,2021/06/07,上市,,RWSCCA,
6306,036231　裕民永豐0C購01,TW21Z0362313,2021/06/07,上市,,RWSCCA,
6307,036232　大立光兆豐11購01,TW21Z0362321,2021/06/07,上市,,RWSCCA,
6308,036233　台聚第一16購01,TW21Z0362339,2021/06/07,上市,,RWSCCA,
6309,036234　亞聚第一16購01,TW21Z0362347,2021/06/07,上市,,RWSCCA,
6310,036235　永豐餘第一16購01,TW21Z0362354,2021/06/07,上市,,RWSCCA,
6311,036236　群創第一16購01,TW21Z0362362,2021/06/07,上市,,RWSCCA,
6312,036237　臺指反凱基12購01,TW21Z0362370,2021/06/07,上市,,RWBCCA,
6313,036238　台聚凱基0C購03,TW21Z0362388,2021/06/07,上市,,RWSCCA,
6314,036239　亞聚凱基0C購01,TW21Z0362396,2021/06/07,上市,,RWSCCA,
6315,036240　中石化凱基0C購02,TW21Z0362404,2021/06/07,上市,,RWSCCA,
6316,036241　永豐餘凱基11購01,TW21Z0362412,2021/06/07,上市,,RWSCCA,
6317,036242　東鋼凱基0C購04,TW21Z0362420,2021/06/07,上市,,RWSCCA,
6318,036243　鴻海凱基12購04,TW21Z0362438,2021/06/07,上市,,RWSCCA,
6319,036244　華邦電凱基0C購04,TW21Z0362446,2021/06/07,上市,,RWSCCA,
6320,036245　順德凱基0C購01,TW21Z0362453,2021/06/07,上市,,RWSCCA,
6321,036246　金像電凱基0C購03,TW21Z0362461,2021/06/07,上市,,RWSCCA,
6322,036247　南亞科凱基11購02,TW21Z0362479,2021/06/07,上市,,RWSCCA,
6323,036248　聯發科凱基0C購08,TW21Z0362487,2021/06/07,上市,,RWSCCA,
6324,036249　大立光凱基0C購04,TW21Z0362495,2021/06/07,上市,,RWSCCA,
6325,036250　晶技凱基11購01,TW21Z0362503,2021/06/07,上市,,RWSCCA,
6326,036251　景碩凱基0C購01,TW21Z0362511,2021/06/07,上市,,RWSCCA,
6327,036252　京鼎凱基0C購01,TW21Z0362529,2021/06/07,上市,,RWSCCA,
6328,036253　同欣電凱基11購01,TW21Z0362537,2021/06/07,上市,,RWSCCA,
6329,036254　晶碩凱基11購01,TW21Z0362545,2021/06/07,上市,,RWSCCA,
6330,036255　南電凱基12購02,TW21Z0362552,2021/06/07,上市,,RWSCCA,
6331,036256　A50正2群益0C購01,TW21Z0362560,2021/06/07,上市,,RWBCCA,
6332,036257　國喬群益0C購01,TW21Z0362578,2021/06/07,上市,,RWSCCA,
6333,036258　聯成群益0C購01,TW21Z0362586,2021/06/07,上市,,RWSCCA,
6334,036259　正隆群益0C購01,TW21Z0362594,2021/06/07,上市,,RWSCCA,
6335,036260　永豐餘群益12購01,TW21Z0362602,2021/06/07,上市,,RWSCCA,
6336,036261　榮成群益0C購01,TW21Z0362610,2021/06/07,上市,,RWSCCA,
6337,036262　中鋼群益12購02,TW21Z0362628,2021/06/07,上市,,RWSCCA,
6338,036263　台積電群益11購03,TW21Z0362636,2021/06/07,上市,,RWSCCA,
6339,036264　敬鵬群益0C購01,TW21Z0362644,2021/06/07,上市,,RWSCCA,
6340,036265　金像電群益13購01,TW21Z0362651,2021/06/07,上市,,RWSCCA,
6341,036266　群光群益0C購01,TW21Z0362669,2021/06/07,上市,,RWSCCA,
6342,036267　康控群益0C購02,TW21Z0362677,2021/06/07,上市,,RWSCCA,
6343,036268　臺股指群益0C購03,TW21Z0362685,2021/06/07,上市,,RWICCE,
6344,036269　元石油元大0C購02,TW21Z0362693,2021/06/07,上市,,RWBCCA,
6345,036270　元石油元大0C購03,TW21Z0362701,2021/06/07,上市,,RWBCCA,
6346,036271　SGBR2X元大0C購03,TW21Z0362719,2021/06/07,上市,,RWBCCA,
6347,036272　中石化元大0C購04,TW21Z0362727,2021/06/07,上市,,RWSCCA,
6348,036273　台玻元大0C購04,TW21Z0362735,2021/06/07,上市,,RWSCCA,
6349,036274　榮成元大0C購02,TW21Z0362743,2021/06/07,上市,,RWSCCA,
6350,036275　中鋼元大0C購08,TW21Z0362750,2021/06/07,上市,,RWSCCA,
6351,036276　中鋼元大12購06,TW21Z0362768,2021/06/07,上市,,RWSCCA,
6352,036277　大成鋼元大0C購07,TW21Z0362776,2021/06/07,上市,,RWSCCA,
6353,036278　大成鋼元大0C購08,TW21Z0362784,2021/06/07,上市,,RWSCCA,
6354,036279　威致元大0C購01,TW21Z0362792,2021/06/07,上市,,RWSCCA,
6355,036280　威致元大11購01,TW21Z0362800,2021/06/07,上市,,RWSCCA,
6356,036281　威致元大13購01,TW21Z0362818,2021/06/07,上市,,RWSCCA,
6357,036282　鴻海元大0C購18,TW21Z0362826,2021/06/07,上市,,RWSCCA,
6358,036283　鴻海元大13購02,TW21Z0362834,2021/06/07,上市,,RWSCCA,
6359,036284　國巨元大0C購15,TW21Z0362842,2021/06/07,上市,,RWSCCA,
6360,036285　國巨元大13購02,TW21Z0362859,2021/06/07,上市,,RWSCCA,
6361,036286　台積電元大0C購19,TW21Z0362867,2021/06/07,上市,,RWSCCA,
6362,036287　台積電元大0C購20,TW21Z0362875,2021/06/07,上市,,RWSCCA,
6363,036288　台積電元大13購01,TW21Z0362883,2021/06/07,上市,,RWSCCA,
6364,036289　華邦電元大0C購09,TW21Z0362891,2021/06/07,上市,,RWSCCA,
6365,036290　華碩元大0C購03,TW21Z0362909,2021/06/07,上市,,RWSCCA,
6366,036291　友達元大0C購16,TW21Z0362917,2021/06/07,上市,,RWSCCA,
6367,036292　友達元大12購01,TW21Z0362925,2021/06/07,上市,,RWSCCA,
6368,036293　聯發科元大0C購13,TW21Z0362933,2021/06/07,上市,,RWSCCA,
6369,036294　聯發科元大0C購14,TW21Z0362941,2021/06/07,上市,,RWSCCA,
6370,036295　裕民元大0C購03,TW21Z0362958,2021/06/07,上市,,RWSCCA,
6371,036296　裕民元大12購01,TW21Z0362966,2021/06/07,上市,,RWSCCA,
6372,036297　富邦金元大13購01,TW21Z0362974,2021/06/07,上市,,RWSCCA,
6373,036298　國泰金元大0C購05,TW21Z0362982,2021/06/07,上市,,RWSCCA,
6374,036299　奇鋐元大0C購01,TW21Z0362990,2021/06/07,上市,,RWSCCA,
6375,03629P　聯發科元富08售08,TW20Z03629P4,2020/08/25,上市,,RWSCPE,
6376,036300　欣興元大0C購03,TW21Z0363006,2021/06/07,上市,,RWSCCA,
6377,036301　欣興元大0C購04,TW21Z0363014,2021/06/07,上市,,RWSCCA,
6378,036302　晶技元大0C購04,TW21Z0363022,2021/06/07,上市,,RWSCCA,
6379,036303　群創元大0C購10,TW21Z0363030,2021/06/07,上市,,RWSCCA,
6380,036304　群創元大13購01,TW21Z0363048,2021/06/07,上市,,RWSCCA,
6381,036305　愛普元大0C購05,TW21Z0363055,2021/06/07,上市,,RWSCCA,
6382,036306　矽創元大0C購04,TW21Z0363063,2021/06/07,上市,,RWSCCA,
6383,036307　世紀鋼元大0C購05,TW21Z0363071,2021/06/07,上市,,RWSCCA,
6384,036308　新纖統一12購01,TW21Z0363089,2021/06/07,上市,,RWSCCA,
6385,036309　台玻統一11購05,TW21Z0363097,2021/06/07,上市,,RWSCCA,
6386,036310　台玻統一11購06,TW21Z0363105,2021/06/07,上市,,RWSCCA,
6387,036311　中鋼統一12購05,TW21Z0363113,2021/06/07,上市,,RWSCCA,
6388,036312　聯電統一12購01,TW21Z0363121,2021/06/07,上市,,RWSCCA,
6389,036313　技嘉統一12購02,TW21Z0363139,2021/06/07,上市,,RWSCCA,
